firstName,middleName,lastName,suffix,aliasFirstName,aliasMiddleName,aliasLastName,aliasSuffix,dob,pobCountry,pobState,pobCity,pobCounty,sex,race,ssn,hairColor,eyeColor,height,weight,street1,street2,city,state,postalCode,country,homeTelephone,businessTelephone,mobileTelephone,pagerTelephone,faxTelephone,email,citizenship,naturalizationDate,passportCountry,passportNumber,passportType,visaNumber,visaType,visaClassOfAdmissionClassificationCode,birthAbroadCertificationId,certificateOfCitizenshipNumber,alienNumber,i94ArrivalDepartureFormNumber,certificateOfNaturalizationNumber,ds1350CertificationOfBirthAbroad,citizenshipCertificateId,admissionId,employerName,employerStreet1,employerStreet2,employerCity,employerState,employerPostalCode,employerCountry,employerEmail,employerTelephone,employerPOC,caseProgram,caseSubprogram,airportCode,fingerprintFileName,fingerprintCaseNumber,badgeId,badgeIssueDate,badgeExpirationDate,badgeAirportCode,badgeLocalType,badgeArea,badgeAccessSIDA,badgeAccessSterileArea,badgeAccessAOA,badgeAccessSecured,badgeAccessPublicArea,badgeAccessRT,badgeStatus,badgeChangeReason 
ALVARO,PALMER,SCRIVER,II,WALTON,JERALD,CHERPAK,,07/22/1953,USA,IL,Harlingen,,U,A,378428436,PNK,BLU,76,398,8738 TILLMAN,,Bloomington,IL,43589,EST,700-290-9499,5986581222,(652)9380924,648-448-9586,237-959-4806,ALVARO.SCRIVER@TDVY.GOV,USA,,USA,4027456814,D,,,WPHFC5094Y,,,,,,,,,Hooters Air,3614 ASHBURN STATION,,Roanoke,NJ,42367,GNQ,CHRIS MCCUAIG@Hooters Air.CO.UK,6038698103,CHRIS MCCUAIG,GA,PCS-PFP,CPR,,FAKE895172,,,,,,,,,,,,,,
DOYLE,,BEHRAN,,ALEXANDER,LUTHER,PRATKA,,06/27/1943,USA,NV,Woodbury,Independence county,M,U,602408639,XXX,BLU,91,675,5660 SCIENTIFIC PLACE,APARTMENT 261,Smyrna,KY,84269,LBY,525-521-2800,(356)7227952,9069978558,7509175951,986-283-9440,DOYLE.BEHRAN@DSKK.EDU,USA,04/26/1984,CYM,7397262866,M,U4M7XR9,H-1B,2KUKFG1TID,DZIQV6ZQIS,D2IW0EJM,,,PCX426KG5,6HG5L0,ULUPC6TBML,5TKSGEF3,Burger King,7803 LINDSAY MARIE BLVD,,Parkersburg,NV,76601-8951,KIR,ROSCOE REARDON@Burger King.COM,9717923778,ROSCOE REARDON,ACP,FPO,YLH,DOYLE_BEHRAN_G05VSW.eft,,RQONC,02/26/2008,02/26/2009,ABP,Red,Tarmac,True,False,True,False,False,False,NI,Hiring Decision
ASHLEY,,PETTIGREW,,EMMITT,,KENNA,VII,07/22/2001,USA,NH,Orange,,M,W,234592095,BLK,PNK,56,1357,6082 ABBOTT BLVD,,Socorro,GA,73757-4606,WLF,6204484610,494-799-6338,(684)4930707,(398)3762741,618-540-8354,ASHLEY.PETTIGREW@UUTO.ORG,ATG,,USA,8869462013,D,,,2II29PGW7E,,,A279667269,40295752047,,,,,Henkel,9381 HILLSDALE HIGHWAY,SUITE 237,Roseville,TN,65375,MDA,MARVIN SHAFTO@Henkel.NET,(622)9653964,MARVIN SHAFTO,ACP,FPO,YQZ,ASHLEY_PETTIGREW_PWDYMH.eft,,YE1YM,03/22/2007,03/22/2008,OVH,Yellow,Baggage Handling,False,False,True,True,False,True,S,Employer Direction
ABRAM,RODOLFO,WHAL,,ERIC,,SVETZ,,06/26/1984,USA,AZ,Redding,,M,I,402326426,ONG,BRO,101,59,5439 WEMBLY PLACE,,St. Joseph,WY,69228-8017,GTM,(898)8615702,(702)2522252,3867737977,329-613-7838,454-284-8292,ABRAM.WHAL1984@VMXF.CO.UK,BRA,,USA,3888341824,P,,,8WXIK8KQSS,,,A566223291,75172661464,,,,,Aerolineas Argentinas,7994 LUCINDA,SUITE 162,Rancho Cucamonga,NY,87608,ASM,MAXWELL JONGEBLOED@Aerolineas Argentinas.NET,(873)7900748,MAXWELL JONGEBLOED,GA,PCS-PFP,XII,,FAKE437559,,,,,,,,,,,,,,
EDDIE,LANCE,BLEWETT,SR,CORNELIUS,ODELL,BRAKSTAD,,08/27/1917,USA,OR,Cary,,M,I,570570269,BLN,GRN,93,1063,1326 AMBLESIDE ST,APARTMENT # 261,Charlotte,LA,99394,IRL,679-786-4354,950-327-9042,(588)2995807,744-289-9221,535-902-8533,EDDIE.BLEWETT1917@RSOC.COM,USA,,USA,7664100927,P,HF3ONU4,B33,I9D5YLASVM,3E0FV0YF5T,EYUIQSML,,,LKZB9DAHX,U413J8,APF8QFSMR5,C96OKX33,American Airlines,9978 RACHELLE ANN,OFFICE 393,Plantation,WY,40016-2212,ARE,CHAS CARRIKER@American Airlines.GOV,(826)8209275,CHAS CARRIKER,GA,MDW-FP,CAK,,,,,,,,,,,,,,,,
MATHEW,,MULHOLLEN,,ELIJAH,COLUMBUS,SIBLE,,09/26/2002,USA,MO,Roswell,,U,I,505351911,SDY,GRN,101,1030,1182 MERION HWY,,Taunton,KS,43254-2090,IDN,(295)7097117,6263551530,(717)7373811,818-547-9290,(657)9452308,MATHEW.MULHOLLEN2002@EAPJ.COM,USA,,USA,4302205247,D,7IVI646,F25,MICU3PO81N,HTTPKGXBLU,KCLVDB6V,,,3G3ZPNHXY,PEB7EE,WKNWL8JLOB,BCPJDU66,Intuit,840 AINGER BLVD,,Lakewood,MT,98538-7446,SUR,KENTON MOODISPAUGH@Intuit.CO.UK,323-683-3006,KENTON MOODISPAUGH,AW,FPO,RNO,MATHEW_MULHOLLEN_N81WCG.eft,,GKU0Q,07/27/2008,07/27/2009,JUJ,Yellow,Tarmac,False,False,True,False,True,False,NI,Hiring Decision
LEIF,,MUNDT,VII,KENDALL,,CLONTZ,,11/26/1989,USA,AZ,South San Francisco,Cedar Rapids county,M,B,245115046,BRO,BLK,88,1172,6487 KENTUCKY OAKS STREET,,Grove,KY,66351-9231,STP,966-979-6889,(752)8838334,760-822-4731,406-817-9064,893-480-8577,LEIF.MUNDT1989@VOWH.COM,COG,,ROU,5787380415,P,29DKK6V,C-2,MK9Z3RBC4V,KFXHMEZBKN,BCOBBQRY,A738716218,49050157062,WZ9ZOYOMB,55W6K1,N1VOTYWYUN,WVHD2Q18,Pacific Wings,4888 DOVETAIL,,Gresham,MO,92692-4908,AIA,BARTON KREWER@Pacific Wings.EDU,870-438-8378,BARTON KREWER,ACP,FPO,YPM,LEIF_MUNDT_PDPXUV.eft,,WD54F,05/22/2009,05/22/2010,QKF,Contractor,Terminal 2,False,True,True,False,True,True,I,Leave of Absence
KENNY,,MATUSIAK,V,LOYD,CARLOS,CHOMKA,IX,07/24/1955,SGP,,,,M,A,245386614,RED,HAZ,83,157,424 AFTON BOULEVARD,APT # 160,Greenville,MO,72745-5875,ARE,489-402-2865,(366)9853491,(773)7482907,458-584-3590,577-671-8227,KENNY.MATUSIAK1955@UKSW.COM,USA,07/26/2010,USA,3084077564,D,,,RGBAGPS7YQ,,,,,,,,,Shuttle America,1812 15TH BLVD,ROOM # 212,Glendora,AZ,73456-5457,NIC,ELTON DUKICH@Shuttle America.ORG,723-373-4001,ELTON DUKICH,GA,PCS-PFP,BGM,,FAKE388052,,,,,,,,,,,,,,
JORGE,,VESCO,,RASHAD,,DERICK,,03/23/1969,USA,ND,University Place,,U,W,224438834,BLN,MUL,87,699,9172 CHOCTAW ROAD,SUITE # 72,Waterloo,MO,29790,LSO,5532858030,7237321269,2598209226,382-362-4828,(916)5029432,JORGE.VESCO@CJHJ.ORG,USA,,USA,8662923228,P,,,PIKCGWVKVZ,,,,,,,,,Smarte Carte,8632 MISSISSIPPI PLACE,,Portland,MA,24037-8068,NER,MERVIN CHAO@Smarte Carte.GOV,674-738-7338,MERVIN CHAO,AW,FPO,DAB,JORGE_VESCO_TAJWQD.eft,,,,,,,,,,,,,,,
CLEVELAND,VITO,JIMEREZ,JR,SEAN,,EMORY,II,06/25/1972,MDG,,,,M,B,404270169,ONG,PNK,49,310,8167 HEFFNER PL,,Clearwater,MS,20373,BHR,5243155801,2588405974,3137124075,3086481558,(969)7447999,CLEVELAND.JIMEREZ@RNGN.GOV,USA,,USA,4290384303,P,D6URTEO,IR-3,HQV57YULD5,CWRLYAV2ZL,RNNLPNZL,,,A52QXAH3F,3KGYV1,EXKE4N0OKZ,45CQ25PL,Kao,9374 HOLLYTREE WAY,,Greenacres,SD,94052-7223,MLI,RONNIE SHAPLEY@Kao.EDU,977-436-2907,RONNIE SHAPLEY,GA,PCS-FP,GRB,,,,,,,,,,,,,,,,
DREW,JANIE,OPHER,,MARYLOUISE,LURLENE,SUMRULD,,09/25/1939,USA,NM,Streamwood,,F,A,439595843,BRY,XXX,91,349,2144 GOOD HOPE BLVD,,Yonkers,OR,75857,MHL,(649)3431877,(668)4698085,610-383-6519,609-954-6982,(745)4711733,DREW.OPHER1939@FIHP.COM,USA,06/22/1955,USA,4538901890,D,,,EJQJHUGDV5,,,,,,,,,New England Airlines,2090 CRAB ORCHARD BOULEVARD,APT # 332,Rochester Hills,RI,36510-8910,GEO,RAUL BETHERS@New England Airlines.NET,(569)7422330,RAUL BETHERS,ACP,FPO,YOP,DREW_OPHER_J1G7U9.eft,,X4PUC,08/23/2008,08/23/2009,NCT,Red,Food Court,False,False,False,True,True,False,R,Resignation
CLAUDE,ODELL,PRINTUP,JR,NATHAN,,LANGDALE,,11/24/1958,USA,KS,Dearborn,,U,U,518804802,ONG,MUL,26,634,7597 NORWOOD,ROOM # 274,Dodge,FL,75875,HKG,528-367-8979,(801)2362836,(761)5989195,5863460303,(829)4718236,CLAUDE.PRINTUP@BSAX.CO.UK,USA,04/24/1994,USA,8461497355,D,,,QJ2B1DUUZE,,,,,,,,,Airport Bathroom Cleaners Inc,7923 GLOBE MILLS PL,,Green Bay,IN,66781,VGB,MARCOS PERPER@Airport Bathroom Cleaners Inc.CO.UK,2679351662,MARCOS PERPER,AW,FPO,XKV,CLAUDE_PRINTUP_B0924U.eft,,KKUBO,06/24/2007,06/24/2008,DCP,Yellow,Baggage Handling,True,False,True,False,True,False,S,Employer Direction
ALEXANDER,PATRICIA,LIZARDA,,TOM,JEFFREY,HERRERA,I,03/22/1965,USA,IA,Oak Ridge,Newark county,M,I,272244693,SDY,MAR,97,796,1002 ASHBURN RUN,,Passaic,CT,45378,SCG,(969)4072019,8742753410,4022368767,7709928871,(722)8611963,ALEXANDER.LIZARDA@FXQM.ORG,USA,,USA,5434990947,M,,,JWJPP9ZBNC,,,,,,,,,Uzbekistan Airways,28 CARDIFF HIGHWAY,,Hammond,NM,48878,SOM,SID MAUTE@Uzbekistan Airways.GOV,(217)2604681,SID MAUTE,ACP,FPO,CGX,ALEXANDER_LIZARDA_S462XF.eft,,2BH6V,09/25/2004,09/25/2005,SAO,Contractor,Terminal 2,True,False,True,False,True,True,P,
JENNY,ERIN,YESKEY,,MAYME,,SUTER,,09/25/1993,TUN,,,,F,B,415096585,BLK,BRO,36,415,7591 PINION ROAD,,Winston-Salem,HI,78887-2045,MHL,(778)4364185,8733459885,866-578-4754,(414)6037621,(792)7230475,JENNY.YESKEY@FIPR.EDU,USA,,USA,2127804081,D,,,DR562F8ZZ5,,,,,,,,,The Illuminati,9589 MINNESOTA ST,OFFICE # 119,Waterbury,RI,37076,SLE,MAURICE ALWANG@The Illuminati.CO.UK,(943)5105571,MAURICE ALWANG,AW,FPO,SUR,JENNY_YESKEY_4AOTIE.eft,,D5CTG,08/25/2006,08/25/2007,AOR,Black,Tarmac,True,True,True,True,False,True,I,Leave of Absence
FLORENCIO,,BRODINE,,REINALDO,,BRIANT,,09/21/1990,USA,AZ,Oakland Park,,M,A,633790066,XXX,PNK,76,152,3410 GROVE,ROOM # 276,Auburn,CO,65960,TCD,346-469-7537,(474)5806325,6289202690,(651)9007529,4154700952,FLORENCIO.BRODINE1990@UPDQ.CO.UK,USA,,USA,9243819609,D,DDJ8AZW,BX1,W6RXXF8KGG,R40Q4MSAWS,2GPOJPH1,,,M6N1C9GY1,Q5K1RW,TPQ99GAQ6E,ELD70P6K,Oracle,3891 DURANT BLVD,OFFICE # 343,San Luis Obispo,FL,94974,SAU,LOYD DININNO@Oracle.GOV,546-517-8926,LOYD DININNO,AW,FPO,MAF,FLORENCIO_BRODINE_B4NH6T.eft,,MHYM9,02/23/2008,02/23/2009,AUH,Red,Terminal 2,True,True,False,True,True,True,A,
MAXIMO,,HUMBARGER,,DAVIS,AMOS,COMTOIS,,09/26/1994,USA,NJ,Marshalltown,,U,A,401737635,BRY,HAZ,34,637,2794 SUNSET PLACE,SUITE 346,Roseville,CO,87034-7712,FLK,538-765-7759,(741)4494437,6452878271,675-770-3789,776-447-4969,MAXIMO.HUMBARGER@XCKB.CO.UK,USA,,USA,6922157661,M,,,51TZN8G2KG,,,,,,,,,Delta Airlines,8063 OVERLAND PARK,,Hialeah,ID,66075-8769,FRO,OSWALDO BARNINGER@Delta Airlines.ORG,8306703351,OSWALDO BARNINGER,AW,FPO,LWS,MAXIMO_HUMBARGER_L57DC1.eft,,O9ZT1,06/25/2010,06/25/2011,CFY,Red,Tarmac,True,False,False,True,False,True,S,Employer Direction
FREEMAN,BRANDEN,ALDAPE,,DEL,,TRIMARCO,,02/27/1932,USA,CA,Perth Amboy,,U,A,302972967,PLE,PNK,68,413,3614 EASY,,Escondido,CO,49740-6572,PRI,8382806371,781-950-5691,2247691971,294-665-6547,(634)5990846,FREEMAN.ALDAPE@RECQ.COM,USA,,USA,4935060199,M,,,EWO847DRCZ,,,,,,,,,Wendy's,547 BANSON,,Quincy,IL,84351-5022,TJK,FELIPE RICHTERS@Wendy's.COM,(615)8910568,FELIPE RICHTERS,ACP,FPO,YKM,FREEMAN_ALDAPE_K53CBS.eft,,,,,,,,,,,,,,,
JESSE,,WANTZ,,DARRON,,STUCKETT,,07/24/1925,USA,FL,Wyoming,Grand Rapids county,M,B,545756307,WHI,BLU,47,401,8601 HARTLEY,APARTMENT 53,Monroe,WV,48808,ERI,(427)2905606,(587)2918388,(822)2815456,908-795-5252,(684)3884622,JESSE.WANTZ@JUOX.ORG,USA,,USA,7385718862,D,,,DLGX5N4UIY,,,,,,,,,Airport Bathroom Cleaners Inc,598 HORNDEAN STREET,,Stillwater,CA,96953,TCD,LENARD FERRISS@Airport Bathroom Cleaners Inc.CO.UK,(600)2016008,LENARD FERRISS,ACP,FPO,GCN,JESSE_WANTZ_ZZ6AOF.eft,,OPJ99,05/22/2007,05/22/2008,KDC,Blue,Baggage Handling,False,False,True,False,False,False,P,
CHRISTIAN,MONTE,LUJAN,,MARQUIS,MALCOM,BELKNAP,VII,07/26/1911,DZA,,,,M,A,339219435,RED,BLK,61,908,494 SOURDOUGH,ROOM 477,Kearny,HI,80818-5518,GBR,825-437-4005,4717449130,5555591885,(301)9431757,(933)3193083,CHRISTIAN.LUJAN@OMVW.GOV,USA,02/25/1969,USA,2874936638,M,,,JPFF7KFW35,,,,,,,,,Richemont (Compagnie Financière),6486 TUNSTALL WAY,ROOM # 63,Bridgeport,AK,55620,SYR,MOHAMMED TALLUTO@Richemont (Compagnie Financière).ORG,(241)8725384,MOHAMMED TALLUTO,AW,FPO,ALO,CHRISTIAN_LUJAN_EN7C0L.eft,,NLT5J,03/22/2009,03/22/2010,MRF,Black,Ticketting,False,True,False,True,True,True,A,
ABEL,,DUMAINE,,RALPH,JORDAN,LOLLIE,,04/23/1988,USA,IN,Tinley Park,Santee county,M,U,620064460,GRN,GRN,65,200,8507 GUILFORD PLACE,,Marshalltown,DE,67700,BVT,452-593-6329,(588)8822725,635-362-4881,(560)5090520,889-226-2973,ABEL.DUMAINE@UNXN.COM,HTI,,HUN,5704707364,M,08H8W3A,F23,U68YIK1BEP,9MRMK111SK,59KZXK75,A952342751,21771918753,3LQN6AM2D,KELVTL,1GRW0D9OR2,3C9C9NA2,Skyservice Airlines,3110 WESTMONT BOULEVARD,SUITE 64,Hallandale Beach,NV,27315-6220,NIC,DARNELL MILLINER@Skyservice Airlines.ORG,946-337-6246,DARNELL MILLINER,GA,DCM-PFP,CHU,,FAKE420410,,,,,,,,,,,,,,
MELODEE,CARLY,MICHLICH,,KIRSTIE,LATOYA,COLLIS,,04/21/1979,USA,KY,Hayward,,F,B,400716244,PLE,HAZ,53,154,9022 KRISTIN MARIE WAY,,Hammond,GA,62972,ATG,7885995619,307-554-6836,(420)3215343,(885)6947834,3563650381,MELODEE.MICHLICH1979@MMFX.ORG,USA,,USA,8119702902,D,TWL4WV5,IR-2,NGL8KZBL0R,WQLKY0COVA,36H7ZQWL,,,3RWO6DJ84,T5NUYE,ZV1VL7FX22,BFYC2FAU,Kellogg,8168 BIDWELL PLACE,ROOM 338,Merced,FL,80463-7315,MRT,DAREN LIEM@Kellogg.EDU,6445131357,DAREN LIEM,ACP,FPO,AET,MELODEE_MICHLICH_M6FG7H.eft,,,,,,,,,,,,,,,
BERNARDO,MARK,PATIN,,CLARK,DON,SKILLETT,,05/21/1984,USA,NJ,Clearfield,Helena county,M,W,379621061,BLK,BLK,79,564,669 PROUT,ROOM # 57,Bayonne,WV,58111,AIA,643-272-7012,(299)6268197,7522899650,2394944559,(516)8609361,BERNARDO.PATIN@QHRX.EDU,USA,,USA,6027980920,M,,,NZEZX1GX01,,,,,,,,,Danaher,1567 FELLOWSHIP PL,,Phenix,MN,41647,TTO,MARIANO ECHOLS@Danaher.NET,3206203777,MARIANO ECHOLS,AW,FPO,YZF,BERNARDO_PATIN_5PH94O.eft,,46FGU,05/25/2009,05/25/2010,FLU,Black,Ticketting,False,False,True,False,True,False,A,
TAWNYA,JANENE,VAZQUEZ,I,ARMANDINA,,ERAZO,I,08/25/1977,USA,TN,Everett,,F,B,536279211,WHI,GRN,84,1217,7251 DORAMA,,Pomona,LA,91204-5853,BRA,(332)7023948,469-516-2748,(759)8177478,775-402-8611,(598)9390006,TAWNYA.VAZQUEZ@OYHA.NET,USA,,USA,4543701753,M,,,CPM6V7VV6P,,,,,,,,,Northwest Airlines,1235 HIGA BOULEVARD,APT 391,Largo,KY,28648,LBN,ARLEN GENCO@Northwest Airlines.ORG,6337790462,ARLEN GENCO,AW,FPO,AZO,TAWNYA_VAZQUEZ_87WHIA.eft,,4IGR0,11/23/2004,11/23/2005,CWQ,Red,Concourse B,True,True,False,False,False,False,I,Leave of Absence
CARLOS,JARRETT,FIERRA,,CARL,,JASKO,VIII,11/21/1938,USA,DE,Coral Springs,,M,I,224574595,GRN,XXX,27,494,224 LORD FAIRFAX,OFFICE # 310,KANSAS,SD,27336,DZA,6024451035,(857)6133401,(574)7334771,(920)9147999,3702786439,CARLOS.FIERRA1938@FKET.EDU,KEN,,HMD,3103438430,M,SGR7T6Z,BC-2,4ZRUNT26WK,0BENU5D900,WY3G1D2I,A505343547,65686834930,U00YX7HFM,QE513B,EYSXAXPLL3,RTB4AEAZ,South African Airways,2407 TANNAHILL,APARTMENT # 34,Montclair,WV,57276,GAB,LAVERN NEVERS@South African Airways.ORG,623-889-5451,LAVERN NEVERS,ACP,FPO,CHO,CARLOS_FIERRA_W4MJC2.eft,,,,,,,,,,,,,,,
LATICIA,,UNGAR,IV,FLORRIE,,WEINMANN,,11/25/1943,USA,ME,Elk Grove,Wheeling county,F,W,269383952,BLK,BLU,94,632,9679 MARLENA BLVD,SUITE 146,North Olmsted,MO,24516,LSO,(876)6642950,2616835434,555-802-7887,(914)5569816,217-296-9358,LATICIA.UNGAR1943@RPPP.NET,USA,,USA,4753967078,P,Z7SS71I,SR-2,0MSDPPREUD,76EQXCHNCD,FZCN4IXT,,,0CXQBHNZY,K43OZ5,232LD4485B,RGYSXQT7,Continental Airlines,3762 PIPELINE,APARTMENT # 112,Peoria,TX,89034,UGA,BRENDON LOGGHE@Continental Airlines.COM,(293)9364344,BRENDON LOGGHE,ACP,FPO,XLV,LATICIA_UNGAR_QO6JH3.eft,,LMZAC,02/26/2003,02/26/2004,UHC,Yellow,Ticketting,False,True,True,True,False,False,S,Employer Direction
JASPER,,DOOLIN,VIII,XAVIER,,HENKIN,V,10/26/1906,MAR,,,,U,U,229742620,BLN,BRO,96,510,5209 SYRACUSE WAY,,Warwick,MI,34837-6834,GIN,(352)3030528,743-477-9270,794-661-3089,6589031500,940-696-2657,JASPER.DOOLIN@NLXY.GOV,USA,,USA,2838668609,D,C5L6U1D,F25,I8CQKPIY7G,CSKTBJHQK3,Z0RLEZJK,,,WIGENNWVV,BDSIBU,7I34937YO3,6NK6G3FH,Thermo Fisher Scientific,1066 BARONS,,Westfield,AR,57251-8914,DZA,MILFORD CONGER@Thermo Fisher Scientific.COM,(243)2220163,MILFORD CONGER,AW,FPO,YCR,JASPER_DOOLIN_UISRGN.eft,,8RXLU,06/21/2001,06/21/2002,VXA,Red,Concourse B,False,True,True,True,False,False,R,Lost
WALLY,WILLIAM,MCKENZY,,LENARD,RENALDO,AZZARITO,VIII,10/24/1990,USA,OR,Bergenfield,,M,I,224041036,RED,MUL,63,447,3670 R,,Inkster,WA,38222-7345,CCK,(914)9730623,2442057835,6895185555,8489697077,2495932942,WALLY.MCKENZY1990@SVGR.CO.UK,USA,,BIH,4372039189,D,KG4IEA9,T53,SPZVHTK9A7,Y0LP8XAC1F,RBAA8YPG,,,AU7SXE6U1,FGUYFK,8Q7TRV0KJB,KCA46YQB,Stryker,5890 VIA FAMERO,ROOM # 143,Springfield,SC,40505-9420,USA,LAMAR HALLBACK@Stryker.COM,4777077057,LAMAR HALLBACK,AW,FPO,BJI,WALLY_MCKENZY_6PCIM4.eft,,NU3GJ,10/23/2005,10/23/2006,XJS,Contractor,Terminal 1,True,True,True,False,False,True,A,
SEAN,,TOMBS,,GERRY,,DISHAW,,08/24/1974,USA,DE,Broomfield,,U,A,341091440,PLE,BLU,59,736,1250 JONES CANYON BLVD,ROOM # 424,South Gate,DE,78790,BRN,8249890287,765-812-4926,6499647118,(940)4232980,577-835-5423,SEAN.TOMBS@JMTF.ORG,USA,,TUR,7907741800,D,R0P7MKV,Q-1,662GFCIPG3,PO4233ZYR4,LEJUJV0L,,,LL9997UI4,8YF6N4,KIHG3Y1QUS,UHMFQBIZ,Delta Airlines,4822 PIPELINE PLACE,,Mundelein,DE,68495-2887,ARG,BART ZIEGENFUSS@Delta Airlines.CO.UK,(289)8091749,BART ZIEGENFUSS,GA,TFS-PFP,MNT,,FAKE685424,,,,,,,,,,,,,,
ELLIOTT,,DEPADUA,,WILLIAN,HUNG,DEVAUGHAN,,10/26/1965,ATG,,,,M,A,321526450,WHI,BLK,71,722,2918 PAVAROTTI STREET,ROOM # 177,Tallahassee,NY,25193,ECU,762-367-7864,(856)6328979,378-948-3693,706-245-4441,9255367805,ELLIOTT.DEPADUA@ZDCX.CO.UK,USA,,BLR,6758579449,P,VC8EYUR,IW-2,XY8OJD7FJM,R1M6OQHMQC,C07Z0MHD,,,T05KOASMN,GAM7LK,LGWU1HYEMB,IFY700IF,Emerson Electric,4199 WHITE FEATHER PLACE,,Agawam,UT,20793-6007,RUS,CLYDE RAJANIEMI@Emerson Electric.COM,5234824018,CLYDE RAJANIEMI,AW,FPO,MCG,ELLIOTT_DEPADUA_BJDIKE.eft,,OGIFQ,08/25/2007,08/25/2008,JRU,Contractor,Tarmac,True,False,True,True,True,True,R,TSA Direction
STEVEN,HERMAN,SHALLOW,,SAM,GUILLERMO,EHRLICH,,10/24/1950,USA,MT,University,,U,B,436115924,BRO,BRO,54,413,7658 BURANO ROAD,,Terre Haute,HI,66796-8533,CYP,(321)2757860,5255747190,(831)8583030,(568)9905800,250-896-7804,STEVEN.SHALLOW1950@CWRA.ORG,USA,,NLD,8347970077,D,R3U56PZ,SR-1,KFTNX65CUV,T7OV994CFQ,RIHZNPI0,,,R2YUNO4WJ,MA1R6E,Y7LUZWHDQG,F0N644ZM,Tencent Holdings,4255 BRIDLE PATH PL,,Sherman,NE,92113-8712,NCL,LUIS EALY@Tencent Holdings.ORG,4715449346,LUIS EALY,GA,DCM-PFP,YNC,,FAKE876190,,,,,,,,,,,,,,
DONN,,MCCARTHER,,NICK,COLEMAN,DEVOID,SR,05/25/1917,USA,AK,Dania Beach,,M,A,318337088,SDY,MAR,106,965,3868 DESERT HIGHWAY,OFFICE # 286,Tyler,HI,66295,STP,422-253-8694,9966614864,(636)6883234,231-579-3602,(291)5518197,DONN.MCCARTHER1917@XBZY.ORG,USA,,USA,2387408401,P,CM41VSR,C-2,MJ7YDZZ7S8,KFR73SE1FJ,4M3S5F2V,,,K497I84ND,QUM42D,WKCEXX9WIP,XSTIJSRE,Estee Lauder Cos,1529 ISHERWOOD BLVD,,Meriden,IL,83913,NIU,TERRANCE JELLEY@Estee Lauder Cos.CO.UK,5538746288,TERRANCE JELLEY,AW,FPO,MKL,DONN_MCCARTHER_UE3WZS.eft,,KPSD2,11/24/2001,11/24/2002,FJR,Blue,Terminal 1,True,True,False,True,False,False,I,Leave of Absence
ELOY,MASON,OCASIO,VI,RHETT,DANNIE,MILEHAM,,05/22/1974,USA,OK,Maplewood,El Monte county,M,B,225985328,BLU,XXX,29,1388,3559 PEACEFUL VALLEY,,Wyandotte,IN,49417-9468,DNK,9186418766,770-532-3853,410-645-8349,6775104123,(230)3061039,ELOY.OCASIO@UEHW.NET,USA,07/27/2010,USA,8749176348,M,,,X0SLJOLOEK,,,,,,,,,Ryan International Airlines,5741 MEDIX RUN HWY,ROOM 491,Santee,CO,80103-2911,TTO,LEONARDO SPRENGELMEYER@Ryan International Airlines.EDU,(498)3324518,LEONARDO SPRENGELMEYER,GA,TFS-FP,YPN,,,,,,,,,,,,,,,,
CAROLANN,,DIPONIO,SR,KRYSTINA,,NESSLER,IV,08/24/1920,USA,UT,Quincy,,F,B,320509737,PLE,BRO,99,442,9522 LA ROSA BLVD,OFFICE # 380,Lombard,ID,49194,ISL,(529)3792049,6982286777,8345164305,247-511-4130,(533)8960841,CAROLANN.DIPONIO1920@MINR.ORG,USA,02/21/1940,USA,2204966750,M,H7E01U7,IR-5,G8XQN05AXF,TX49V91Y4G,2AANBWDO,,,251RBA1GN,KMBI0K,8SQ54FEOEW,WQ8DJUS1,Australian Airlines,2226 BANGOR,SUITE # 85,Sioux Falls,AK,71661,SWZ,ZACK ANDREASSI@Australian Airlines.EDU,232-586-9954,ZACK ANDREASSI,GA,PCS-FP,LBE,,,,,,,,,,,,,,,,
KAYLEEN,ARIANE,CHONG,,RACHELLE,,LIGMAN,VI,05/27/1945,USA,MI,National,,F,U,480262324,XXX,BLU,102,624,9751 LADYSLIPPER WAY,APARTMENT 74,Livermore,MT,32271,VAT,425-755-7446,4109706520,2639445067,370-562-5505,(737)8605189,KAYLEEN.CHONG1945@ZCIW.EDU,LBN,,USA,5048141546,M,,,J6BTJREY2F,,,A903810947,97558238554,,,,,Precision Castparts,7726 LADIESBURG,SUITE # 340,Hialeah,ME,95422,ARG,EARLE MACKINS@Precision Castparts.COM,674-665-5783,EARLE MACKINS,AW,FPO,WNA,KAYLEEN_CHONG_3L4O0L.eft,,WK8ER,11/23/2004,11/23/2005,LYR,Red,Terminal 2,True,False,False,True,False,False,P,
